Article_ID,Study_ID,Study_ID_Unique,Comparison_ID,Test_ID,Outcome_ID,Last_Name,Year,Title,Journal,DOI,Country_Of_Study,Citation,Species,Strain,Sex,Sex_Distribution,Age_At_Start_Days,Control_N,Intervention_N,Test_Name,Test_Name_Standardized,Cognitive_Domain,Variable_Name,Variable_Value,Variable_Unit,Direction,Variable_Range_Min,Variable_Range_Max,Control_Group_Mean,Control_Group_Variance_Value,Intervention_Group_Mean,Intervention_Group_Variance_Value,Variance_Source,Intervention_Duration_Days,Intervention_to_Test_Interval_Days,RLS_Differential,RLS_Score_Control,RLS_Score_Intervention,any_sensitivity_flag,Overall_Risk_Of_Bias,Multi_Arm_Study,Number_of_Arms,Shared_Control_Group,Shared_Experimental_Group,Morris_Method_Required,Data_Source,Data_Extraction_Method,Selected_For_Domain_Analysis,Control_Group_ID_Standardized,Intervention_Group_ID_Standardized,Control_Group_RLS_Categories,Intervention_Group_RLS_Categories,Canada_Post_2009,EU_UK_Post_2010,Control_Burrowing_Substrates,Control_Gnawing_Materials,Control_Environmental_Complexity,Control_Foraging_Opportunities,Control_Fresh_Plant_Matter,Control_Nesting_Material,Control_Shelters,Control_Additional_Space,Control_Sweet_High_Fat_Food,Control_Exercise_Wheels,Control_Wheel_Condition,Control_Social_Partners,Quantity_Control_Social_Partners,Intervention_Burrowing_Substrates,Intervention_Gnawing_Materials,Intervention_Environmental_Complexity,Intervention_Foraging_Opportunities,Intervention_Fresh_Plant_Matter,Intervention_Nesting_Material,Intervention_Shelters,Intervention_Additional_Space,Intervention_Sweet_High_Fat_Food,Intervention_Exercise_Wheels,Intervention_Social_Partners,Quantity_Intervention_Social_Partners,SYRCLE_01_Sequence_Generation,SYRCLE_02_Baseline_Characteristics,SYRCLE_03_Allocation_Concealment,SYRCLE_04_Random_Housing,SYRCLE_05_Blinding_Investigators,SYRCLE_06_Random_Outcome_Assessment,SYRCLE_07_Blinding_Outcome_Assessment,SYRCLE_08_Incomplete_Outcome_Data,SYRCLE_09_Selective_Outcome_Reporting,SYRCLE_10_Other_Sources_Bias,Total_Comparisons,Pre_Registration_Status,Open_Data,Variable_Transformation,Quantity_Control_Additional_Space_cm2,Quantity_Intervention_Additional_Space_cm2,Hedges_g_corrected,sampling_variance_corrected,Enriched_N,Enriched_Group_Mean,Enriched_Group_SD,Control_Group_SD,exclude_main_analysis,sensitivity_study,sensitivity_reason,sensitivity_age_violation,sensitivity_intervention_characteristics,sensitivity_statistical_issues,sensitivity_data_extraction,Arm_Number,Study_Arm_ID,Control_Group_ID_Standardized_FIXED,Intervention_Group_ID_Standardized_FIXED,VIF_multiarm,vi_adjusted_multiarm
Meshi2006,1,Meshi2006_1,Meshi2006_1_1_3,1,3,Meshi,2006,Hippocampal neurogenesis is not required for behavioral effects of environmental enrichment,Nature Neuroscience,10.1038/nn1696,United States,"Meshi, D., Drew, M. R., Saxe, M., Ansorge, M. S., David, D., Santarelli, L., Malapani, C., Moore, H., & Hen, R. (2006). Hippocampal neurogenesis is not required for behavioral effects of environmental enrichment. Nature Neuroscience, 9(6), 729-731. https://doi.org/10.1038/nn1696",Mouse,129Sv/Ev,Female,0,154.98,16,16,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Number of target crossings,Number of platform location crossings,count,higher better,0,,1.36,0.96,2.87,1.72,Reported,42,0,5,0,5,1,Some Concerns,False,2,False,False,False,Figure 3f,Reported in text/figure,,Control-1,Intervention-1,,Gnawing Materials; Environmental Complexity; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,4,False,True,True,False,False,False,False,True,False,True,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,554.8,2579.22,1.05678614339061,0.142449952388475,,,,,False,,,0,0,1,1,1,Meshi2006_1_A,Meshi2006_Control-1,Meshi2006_Intervention-1,1.0,0.142449952388475
Miu2006,1,Miu2006_1,Miu2006_1_1_1,1,1,Miu,2006,Behavioral effects of corpus callosum transection and environmental enrichment in adult rats,Behavioural Brain Research,10.1016/j.bbr.2006.05.007,Romania,"Miu, A. C., Heilman, R. M., Paşca, S. P., Ştefan, C. A., Spânu, F., Vasiu, R., Olteanu, A. I., & Miclea, M. (2006). Behavioral effects of corpus callosum transection and environmental enrichment in adult rats. Behavioural Brain Research, 172(1), 135-144. https://doi.org/10.1016/j.bbr.2006.05.007",Rat,Wistar,Male,100,63.0,6,6,T-Maze Spontaneous Alternation,Spontaneous Alternation,Working Memory,Spontaneous alternation,Douglas score,Score,higher better,0,100,80.81,14.5,77.49,27.85,Imputed,70,0,3,0,3,1,Some Concerns,False,2,False,False,False,Figure 3D,Extracted from figure,,Control-1,Intervention-1,,Environmental Complexity; Additional Space; Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,False,True,False,True,False,5,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1500.0,4900.0,-0.138032260084901,0.334127204367673,,,,,False,,,1,0,0,1,1,Miu2006_1_A,Miu2006_Control-1,Miu2006_Intervention-1,1.0,0.334127204367673
Miu2006,1,Miu2006_1,Miu2006_1_2_1,2,1,Miu,2006,Behavioral effects of corpus callosum transection and environmental enrichment in adult rats,Behavioural Brain Research,10.1016/j.bbr.2006.05.007,Romania,"Miu, A. C., Heilman, R. M., Paşca, S. P., Ştefan, C. A., Spânu, F., Vasiu, R., Olteanu, A. I., & Miclea, M. (2006). Behavioral effects of corpus callosum transection and environmental enrichment in adult rats. Behavioural Brain Research, 172(1), 135-144. https://doi.org/10.1016/j.bbr.2006.05.007",Rat,Wistar,Male,100,63.0,6,6,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Latency to locate platform (averaged across all training trials),Latency to locate platform (averaged across all training trials),Seconds,lower better,0,60,43.37,27.85,11.36,7.49,Imputed,70,0,3,0,3,1,Some Concerns,False,2,False,False,False,Figure 5A,Extracted from figure,,Control-1,Intervention-1,,Environmental Complexity; Additional Space; Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,False,True,False,True,False,5,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1500.0,4900.0,1.44893637199203,0.42080902542006,,,,,False,,,1,0,0,1,1,Miu2006_1_A,Miu2006_Control-1,Miu2006_Intervention-1,1.0,0.42080902542006
Miu2006,1,Miu2006_1,Miu2006_1_3_1,3,1,Miu,2006,Behavioral effects of corpus callosum transection and environmental enrichment in adult rats,Behavioural Brain Research,10.1016/j.bbr.2006.05.007,Romania,"Miu, A. C., Heilman, R. M., Paşca, S. P., Ştefan, C. A., Spânu, F., Vasiu, R., Olteanu, A. I., & Miclea, M. (2006). Behavioral effects of corpus callosum transection and environmental enrichment in adult rats. Behavioural Brain Research, 172(1), 135-144. https://doi.org/10.1016/j.bbr.2006.05.007",Rat,Wistar,Male,100,63.0,6,6,Tone Fear Conditioning (Short-Term),Cued Fear Conditioning,Fear/Associative Learning,Fear conditioning,Freezing percentage,Percentage,higher better,0,100,67.75,19.16,52.77,52.66,Imputed,70,0,3,0,3,1,Some Concerns,False,2,False,False,False,Figure 6A,Extracted from figure,,Control-1,Intervention-1,,Environmental Complexity; Additional Space; Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,False,True,False,True,False,5,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1500.0,4900.0,-0.348969402889644,0.338407485173048,,,,,False,,,1,0,0,1,1,Miu2006_1_A,Miu2006_Control-1,Miu2006_Intervention-1,1.0,0.338407485173048
MoraGallegos2015,2,MoraGallegos2015_2,MoraGallegos2015_2_1_1,1,1,Mora-Gallegos,2015,Age-dependent effects of environmental enrichment on spatial memory and neurochemistry,Neurobiology of Learning and Memory,10.1016/j.nlm.2014.11.012,Costa Rica,"Mora-Gallegos, A., Rojas-Carvajal, M., Salas, S., Saborío-Arce, A., Fornaguera-Trías, J., & Brenes, J. C. (2015). Age-dependent effects of environmental enrichment on spatial memory and neurochemistry. Neurobiology of Learning and Memory, 118, 96-104. https://doi.org/10.1016/j.nlm.2014.11.012",Rat,Wistar,Male,100,210.0,16,15,Eight-Arm Radial Maze,Radial Arm Maze,Working Memory,Working memory errors (averaged across trials),Number of revisits to previously visited arms,Errors,lower better,0,20,1.03,1.03,0.69,0.74,Reported,90,0,4,0,4,0,Some Concerns,False,2,False,False,False,Figure 4C,Extracted from figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,4,False,False,True,False,False,False,True,True,False,False,True,18,Low Risk,Low Risk,Unclear Risk,High Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1815.0,8400.0,0.367220670152208,0.131341683127748,,,,,False,,,0,0,0,0,1,MoraGallegos2015_2_A,MoraGallegos2015_Control-1,MoraGallegos2015_Intervention-1,1.0,0.131341683127748
MoraGallegos2015,2,MoraGallegos2015_2,MoraGallegos2015_2_1_2,1,2,Mora-Gallegos,2015,Age-dependent effects of environmental enrichment on spatial memory and neurochemistry,Neurobiology of Learning and Memory,10.1016/j.nlm.2014.11.012,Costa Rica,"Mora-Gallegos, A., Rojas-Carvajal, M., Salas, S., Saborío-Arce, A., Fornaguera-Trías, J., & Brenes, J. C. (2015). Age-dependent effects of environmental enrichment on spatial memory and neurochemistry. Neurobiology of Learning and Memory, 118, 96-104. https://doi.org/10.1016/j.nlm.2014.11.012",Rat,Wistar,Male,100,210.0,16,15,Eight-Arm Radial Maze,Radial Arm Maze,Learning & Memory (Spatial),Reference memory errors (averaged across all trials),Number of entries into non-reinforced arms,Errors,lower better,0,20,2.62,1.34,2.24,1.12,Reported,90,0,4,0,4,0,Some Concerns,False,2,False,False,False,Figure 4D,Extracted from figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,4,False,False,True,False,False,False,True,True,False,False,True,18,Low Risk,Low Risk,Unclear Risk,High Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1815.0,8400.0,0.298774992516587,0.130606448862687,,,,,False,,,0,0,0,0,1,MoraGallegos2015_2_A,MoraGallegos2015_Control-1,MoraGallegos2015_Intervention-1,1.0,0.130606448862687
Morgan2018,1,Morgan2018_1,Morgan2018_1_1_1,1,1,Morgan,2018,"The effects of aerobic exercise on depression-like, anxiety-like, and cognition-like behaviours over the healthy adult lifespan of C57BL/6",Behavioural Brain Research,10.1016/j.bbr.2017.09.022,Australia,"Morgan, J. A., Singhal, G., Corrigan, F., Jaehne, E. J., Jawahar, M. C., & Baune, B. T. (2018). The effects of aerobic exercise on depression-like, anxiety-like, and cognition-like behaviours over the healthy adult lifespan of C57BL/6. Behavioural Brain Research, 345, 79-96. https://doi.org/10.1016/j.bbr.2017.09.022",Mouse,C57BL/6,Both,50,84.0,11,11,Y-Maze,Spontaneous Alternation,Learning & Memory (Spatial),Preference index,Preference index,Ratio,higher better,0,1,0.45,0.27,0.32,0.2,Reported,30,0,1,1,2,1,Some Concerns,False,2,False,False,False,Figure 7A,Direct from figure,,Control-1,Intervention-1,Additional Space,Additional Space; Exercise Wheels,False,False,False,False,False,False,False,False,False,True,False,False,NR,False,2,False,False,False,False,False,False,False,True,False,True,False,2,Low Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,752.75,758.75,-0.526378182465519,0.188115317976721,,,,,False,,,0,0,1,0,1,Morgan2018_1_A,Morgan2018_Control-1,Morgan2018_Intervention-1,1.0,0.188115317976721
Nawaz2018,1,Nawaz2018_1,Nawaz2018_1_1_1,1,1,Nawaz,2018,Physical enrichment enhances memory function by regulating stress hormone and brain acetylcholinesterase activity in rats exposed to restraint stress,Life Sciences,10.1016/j.lfs.2018.05.049,Pakistan,"Nawaz, A., Batool, Z., Shazad, S., Rafiq, S., Afzal, A., & Haider, S. (2018). Physical enrichment enhances memory function by regulating stress hormone and brain acetylcholinesterase activity in rats exposed to restraint stress. Life Sciences, 207, 42-49. https://doi.org/10.1016/j.lfs.2018.05.049",Rat,Wistar,Male,100,120.0,6,6,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),"Escape latency (short-term memory, 60min post-training)",Escape latency,seconds,lower better,0,120,38.88,4.22,31.95,8.3,Reported,28,0,4,0,4,0,Some Concerns,False,2,False,False,False,Figure 1,Reported in text and figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,False,3,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,2242.0,12000.0,0.971584515806631,0.372665686306467,,,,,False,,,0,0,0,0,1,Nawaz2018_1_A,Nawaz2018_Control-1,Nawaz2018_Intervention-1,1.0,0.372665686306467
Nawaz2018,1,Nawaz2018_1,Nawaz2018_1_1_2,1,2,Nawaz,2018,Physical enrichment enhances memory function by regulating stress hormone and brain acetylcholinesterase activity in rats exposed to restraint stress,Life Sciences,10.1016/j.lfs.2018.05.049,Pakistan,"Nawaz, A., Batool, Z., Shazad, S., Rafiq, S., Afzal, A., & Haider, S. (2018). Physical enrichment enhances memory function by regulating stress hormone and brain acetylcholinesterase activity in rats exposed to restraint stress. Life Sciences, 207, 42-49. https://doi.org/10.1016/j.lfs.2018.05.049",Rat,Wistar,Male,100,120.0,6,6,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),"Escape latency (long-term memory, 24 hours post-training)",Escape latency,seconds,lower better,0,120,71.96,6.04,58.12,7.04,Reported,28,0,4,0,4,0,Some Concerns,False,2,False,False,False,Figure 2,Reported in text and figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,False,3,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,2242.0,12000.0,1.94773875121393,0.491403593457517,,,,,False,,,0,0,0,0,1,Nawaz2018_1_A,Nawaz2018_Control-1,Nawaz2018_Intervention-1,1.0,0.491403593457517
PereiraCaixeta2017,1,PereiraCaixeta2017_1,PereiraCaixeta2017_1_1_1,1,1,Pereira-Caixeta,2017,"Neurogenesis Inhibition Prevents Enriched Environment to Prolong and Strengthen Social Recognition Memory, But Not to Increase BDNF Expression",Molecular Neurobiology,10.1007/s12035-016-9922-2,Brazil,"Pereira-Caixeta, A. R., Guarnieri, L. O., Pena, R. R., Dias, T. L., & Pereira, G. S. (2017). Neurogenesis Inhibition Prevents Enriched Environment to Prolong and Strengthen Social Recognition Memory, But Not to Increase BDNF Expression. Molecular Neurobiology, 54(5), 3309-3316. https://doi.org/10.1007/s12035-016-9922-2",Mouse,Swiss,Male,100,70.0,5,5,Social Recognition Test,Social Recognition Test,Learning & Memory (Recognition),Percent exploration on testing trial compared training trial,Percent,Percent,lower better,0,100,43.75,11.87,39.86,7.62,Reported,7,0,2,0,2,0,Some Concerns,False,2,False,False,False,Figure 1a,Reported in text/figure,,Control-1,Intervention-1,,Environmental Complexity; Additional Space,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,5,False,False,True,False,False,False,False,True,False,False,False,5,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,476.0,1320.0,0.352270788674815,0.406204735427679,,,,,False,,,0,0,0,0,1,PereiraCaixeta2017_1_A,PereiraCaixeta2017_Control-1,PereiraCaixeta2017_Intervention-1,1.0,0.406204735427679
Ronzoni2016,1,Ronzoni2016_1,Ronzoni2016_1_1_1,1,1,Ronzoni,2016,Infralimbic cortex controls the activity of the hypothalamus-pituitary-adrenal axis and the formation of aversive memory: Effects of environmental enrichment,Behavioural Brain Research,10.1016/j.bbr.2015.10.037,Spain,"Ronzoni, G., Antón, M., Mora, F., Segovia, G., & Del Arco, A. (2016). Infralimbic cortex controls the activity of the hypothalamus-pituitary-adrenal axis and the formation of aversive memory: Effects of environmental enrichment. Behavioural Brain Research, 297, 338-346. https://doi.org/10.1016/j.bbr.2015.10.037",Rat,Wistar,Male,100,90.0,8,11,Inhibitory Avoidance,Inhibitory Avoidance,Fear/Associative Learning,Retention latency,Retention latency,seconds,higher better,0,600,243.0,288.5,375.0,258.7,Reported,60,0,4,0,4,1,Some Concerns,False,2,False,False,False,Figure 5,Reported in figure,,Control-1,Intervention-1,,Environmental Complexity; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,False,False,False,False,False,False,False,False,NR,False,2,False,False,True,False,False,False,False,True,False,True,True,10,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,700.0,12000.0,0.464645518682997,0.221590550330991,,,,,False,,,0,0,0,0,1,Ronzoni2016_1_A,Ronzoni2016_Control-1,Ronzoni2016_Intervention-1,1.0,0.221590550330991
SampedroPiquero2018,1,SampedroPiquero2018_1,SampedroPiquero2018_1_1_1,1,1,Sampedro-Piquero,2018,Environmental enrichment results in both brain connectivity efficiency and selective improvement in different behavioural tasks,Neuroscience,10.1016/j.neuroscience.2018.07.036,Spain,"Sampedro-Piquero, P., Álvarez-Suárez, P., Moreno-Fernández, R. D., García-Castro, G., Cuesta, M., & Begega, A. (2018). Environmental enrichment results in both brain connectivity efficiency and selective improvement in different behavioural tasks. Neuroscience, 388, 19-33. https://doi.org/10.1016/j.neuroscience.2018.07.036",Rat,Wistar,Male,100,60.0,10,14,5-Choice Serial Reaction Time Task,5-Choice Serial Reaction Time Task,Executive Function/Attention,Number of Peserverative responses (averaged over all trials),Number of Peserverative responses,Number of Peserverative responses,lower better,0,100,3.49,2.66,2.01,2.15,Reported,60,0,1,4,5,0,Some Concerns,False,2,False,False,False,Figure 3a,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material; Shelters; Additional Space,Environmental Complexity; Nesting Material; Shelters; Additional Space; Social Partners,False,True,False,False,True,False,False,True,True,True,False,False,NR,False,3,False,False,True,False,False,True,True,True,False,False,True,10,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,700.0,9500.0,0.602449025140119,0.178989922009661,,,,,False,,,0,0,0,0,1,SampedroPiquero2018_1_A,SampedroPiquero2018_Control-1,SampedroPiquero2018_Intervention-1,1.0,0.178989922009661
SampedroPiquero2018,1,SampedroPiquero2018_1,SampedroPiquero2018_1_2_1,2,1,Sampedro-Piquero,2018,Environmental enrichment results in both brain connectivity efficiency and selective improvement in different behavioural tasks,Neuroscience,10.1016/j.neuroscience.2018.07.036,Spain,"Sampedro-Piquero, P., Álvarez-Suárez, P., Moreno-Fernández, R. D., García-Castro, G., Cuesta, M., & Begega, A. (2018). Environmental enrichment results in both brain connectivity efficiency and selective improvement in different behavioural tasks. Neuroscience, 388, 19-33. https://doi.org/10.1016/j.neuroscience.2018.07.036",Rat,Wistar,Male,100,60.0,10,14,Four-Arm Radial Water Maze,Radial Arm Maze,Working Memory,Working memory errors (averaged over all trials),Number of errors,errors,lower better,0,12,0.32,0.42,0.08,0.28,Reported,60,0,1,4,5,0,Some Concerns,False,2,False,False,False,Figure 3b,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material; Shelters; Additional Space,Environmental Complexity; Nesting Material; Shelters; Additional Space; Social Partners,False,True,False,False,True,False,False,True,True,True,False,False,NR,False,3,False,False,True,False,False,True,True,True,False,False,True,10,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,700.0,9500.0,0.673176209636846,0.180869534120676,,,,,False,,,0,0,0,0,1,SampedroPiquero2018_1_A,SampedroPiquero2018_Control-1,SampedroPiquero2018_Intervention-1,1.0,0.180869534120676
SampedroPiquero2018,1,SampedroPiquero2018_1,SampedroPiquero2018_1_2_2,2,2,Sampedro-Piquero,2018,Environmental enrichment results in both brain connectivity efficiency and selective improvement in different behavioural tasks,Neuroscience,10.1016/j.neuroscience.2018.07.036,Spain,"Sampedro-Piquero, P., Álvarez-Suárez, P., Moreno-Fernández, R. D., García-Castro, G., Cuesta, M., & Begega, A. (2018). Environmental enrichment results in both brain connectivity efficiency and selective improvement in different behavioural tasks. Neuroscience, 388, 19-33. https://doi.org/10.1016/j.neuroscience.2018.07.036",Rat,Wistar,Male,100,60.0,10,14,Four-Arm Radial Water Maze,Radial Arm Maze,Learning & Memory (Spatial),Reference memory errors (averaged over all trials),Number of errors,errors,lower better,0,12,1.8,0.94,1.18,1.13,Reported,60,0,1,4,5,0,Some Concerns,False,2,False,False,False,Figure 3c,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material; Shelters; Additional Space,Environmental Complexity; Nesting Material; Shelters; Additional Space; Social Partners,False,True,False,False,True,False,False,True,True,True,False,False,NR,False,3,False,False,True,False,False,True,True,True,False,False,True,10,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,700.0,9500.0,0.566655020869632,0.178118111276004,,,,,False,,,0,0,0,0,1,SampedroPiquero2018_1_A,SampedroPiquero2018_Control-1,SampedroPiquero2018_Intervention-1,1.0,0.178118111276004
Veyrac2009,1,Veyrac2009_1,Veyrac2009_1_1_1,1,1,Veyrac,2009,Novelty Determines the Effects of Olfactory Enrichment on Memory and Neurogenesis Through Noradrenergic Mechanisms,Neuropsychopharmacology,10.1038/npp.2008.191,France,"Veyrac, A., Sacquet, J., Nguyen, V., Marien, M., Jourdan, F., & Didier, A. (2009). Novelty determines the effects of olfactory enrichment on memory and neurogenesis through noradrenergic mechanisms. Neuropsychopharmacology, 34(4), 786-795. https://doi.org/10.1038/npp.2008.191",Mouse,C57BL/6,Male,100,56.0,21,15,Odor Recognition Task,Odor Recognition Task,Learning & Memory (Recognition),Preference for novel odor (time),Preference index,Percentage,higher better,0,100,56.11,47.25,59.92,42.87,Reported,42,0,1,2,3,0,Some Concerns,True,3,True,False,False,Figure 3a,Extracted from figure,,Control-1,Intervention-1,Additional Space; Social Partners,Fresh Plant Matter; Additional Space; Social Partners,False,False,False,False,False,False,False,False,False,True,False,False,NR,True,6,False,False,False,False,True,False,False,True,False,False,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,645.0,645.0,0.0818798396287916,0.114378829676515,,,,,False,,,0,0,0,0,1,Veyrac2009_1_A,Veyrac2009_Control-1,Veyrac2009_Intervention-1,1.0,0.114378829676515
